"","unique_key","created_date","closed_date","agency","agency_name","complaint_type","descriptor","location_type","incident_zip","incident_address","street_name","cross_street_1","cross_street_2","intersection_street_1","intersection_street_2","address_type","city","landmark","facility_type","status","due_date","resolution_description","resolution_action_updated_date","community_board","bbl","borough","x_coordinate_state_plane","y_coordinate_state_plane","open_data_channel_type","park_facility_name","park_borough","vehicle_type","taxi_company_borough","taxi_pick_up_location","bridge_highway_name","bridge_highway_direction","road_ramp","bridge_highway_segment","latitude","longitude","location","location_address","location_city","location_state","location_zip"
"551",49571531,2021-01-20 13:47:00,2021-05-27 00:00:00,"DEP","Department of Environmental Protection","Industrial Waste","Grease In Sewer/Catch Basin (IDG)","",10021,"","","","","YORK AVENUE","EAST 70 STREET","INTERSECTION","NEW YORK",NA,"N/A","Closed",NA,"The Department of Environmental Protection investigated the complaint and issued a violation or order.",2021-05-27 00:00:00,"08 MANHATTAN",NA,"MANHATTAN",996798,218189,"PHONE","Unspecified","MANHATTAN",NA,NA,NA,NA,NA,NA,NA,40.7655459131972,-73.9547017018745,"POINT (-73.95470170187454 40.765545913197165)",NA,NA,NA,NA
"552",49555832,2021-01-17 16:08:00,NA,"DEP","Department of Environmental Protection","Industrial Waste","Grease In Sewer/Catch Basin (IDG)","",10011,"202 WEST   23 STREET","WEST   23 STREET","7 AVE","8 AVE","","","ADDRESS","NEW YORK",NA,"N/A","Open",NA,"",NA,"04 MANHATTAN",1007720047,"MANHATTAN",985326,210441,"ONLINE","Unspecified","MANHATTAN",NA,NA,NA,NA,NA,NA,NA,40.7442884630047,-73.996116878005,"POINT (-73.99611687800495 40.7442884630047)",NA,NA,NA,NA
"553",49527498,2021-01-13 11:16:00,2021-01-14 10:38:00,"DEP","Department of Environmental Protection","Water Quality","Oil, Grease In Water (QD1)","",11221,"67 STUYVESANT AVENUE","STUYVESANT AVENUE","PULASKI ST","DE KALB AVE","","","ADDRESS","BROOKLYN",NA,"N/A","Closed",NA,"Please call 311 for further information. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2021-01-14 10:38:00,"03 BROOKLYN",3015990004,"BROOKLYN",1002502,192005,"PHONE","Unspecified","BROOKLYN",NA,NA,NA,NA,NA,NA,NA,40.6936673229961,-73.9341812837222,"POINT (-73.93418128372215 40.693667322996085)",NA,NA,NA,NA
"554",49519199,2021-01-12 00:44:00,2021-02-19 11:44:00,"DEP","Department of Environmental Protection","Water Quality","Oil, Grease In Water (QD1)","",11234,"1265 EAST   68 STREET","EAST   68 STREET","AVENUE L","AVENUE M","","","ADDRESS","BROOKLYN",NA,"N/A","Closed",NA,"The Department of Environmental Protection sent a report to the complainant.",2021-02-19 11:44:00,"18 BROOKLYN",3083550016,"BROOKLYN",1007605,166508,"ONLINE","Unspecified","BROOKLYN",NA,NA,NA,NA,NA,NA,NA,40.6236717041481,-73.9158676235738,"POINT (-73.91586762357376 40.623671704148094)",NA,NA,NA,NA
"555",49513487,2021-01-11 13:52:00,NA,"DEP","Department of Environmental Protection","Industrial Waste","Grease In Sewer/Catch Basin (IDG)","",11102,"21-04 NEWTOWN AVENUE","NEWTOWN AVENUE","21 ST","23 ST","","","ADDRESS","Astoria",NA,"N/A","Open",NA,"",NA,"01 QUEENS",4005430015,"QUEENS",1004818,220586,"PHONE","Unspecified","QUEENS",NA,NA,NA,NA,NA,NA,NA,40.7721100318364,-73.9257421659973,"POINT (-73.92574216599735 40.77211003183643)",NA,NA,NA,NA
"556",48596084,2021-01-08 23:44:00,NA,"DEP","Department of Environmental Protection","Industrial Waste","Grease In Sewer/Catch Basin (IDG)","",11204,"6404 20 AVENUE","20 AVENUE","64 ST","65 ST","","","ADDRESS","BROOKLYN",NA,"N/A","Open",NA,"",NA,"11 BROOKLYN",3055480039,"BROOKLYN",988317,164075,"ONLINE","Unspecified","BROOKLYN",NA,NA,NA,NA,NA,NA,NA,40.6170234769428,-73.9853507923275,"POINT (-73.98535079232745 40.6170234769428)",NA,NA,NA,NA
"557",48594444,2021-01-07 06:27:00,2021-05-12 00:00:00,"DEP","Department of Environmental Protection","Industrial Waste","Grease In Sewer/Catch Basin (IDG)","",10466,"4168 WHITE PLAINS ROAD","WHITE PLAINS ROAD","E 231 ST","E 232 ST","","","ADDRESS","BRONX",NA,"N/A","Closed",NA,"The Department of Environmental Protection investigated this complaint and found no violation.",2021-05-12 00:00:00,"12 BRONX",2048450042,"BRONX",1023563,264506,"ONLINE","Unspecified","BRONX",NA,NA,NA,NA,NA,NA,NA,40.8925941311885,-73.8578087123335,"POINT (-73.85780871233345 40.89259413118851)",NA,NA,NA,NA
"558",48581123,2021-01-06 11:40:00,2019-10-18 23:29:00,"DEP","Department of Environmental Protection","Industrial Waste","Grease In Sewer/Catch Basin (IDG)","",10466,"4168 WHITE PLAINS ROAD","WHITE PLAINS ROAD","E 231 ST","E 232 ST","","","ADDRESS","BRONX",NA,"N/A","Pending",NA,"The Department of Environmental Protection was notified about this condition that is in the process of being resolved by another agency.",2021-01-06 11:55:00,"12 BRONX",2048450042,"BRONX",1023563,264506,"OTHER","Unspecified","BRONX",NA,NA,NA,NA,NA,NA,NA,40.8925941311885,-73.8578087123335,"POINT (-73.85780871233345 40.89259413118851)",NA,NA,NA,NA
"559",48580082,2021-01-06 11:15:00,2019-09-16 19:58:00,"DEP","Department of Environmental Protection","Industrial Waste","Grease In Sewer/Catch Basin (IDG)","",11426,"88-01 239 STREET","239 STREET","88 AVE","89 AVE","","","ADDRESS","Bellerose",NA,"N/A","Pending",NA,"The Department of Environmental Protection was notified about this condition that is in the process of being resolved by another agency.",2021-01-06 11:15:00,"13 QUEENS",4079780030,"QUEENS",1059662,205292,"OTHER","Unspecified","QUEENS",NA,NA,NA,NA,NA,NA,NA,40.7298343276226,-73.7279080400441,"POINT (-73.72790804004413 40.72983432762263)",NA,NA,NA,NA
"560",48570530,2021-01-05 16:55:00,2021-04-20 00:00:00,"DEP","Department of Environmental Protection","Industrial Waste","Grease In Sewer/Catch Basin (IDG)","",11354,"","","","","39 AVENUE","PRINCE STREET","INTERSECTION","Flushing",NA,"N/A","Closed",NA,"The Department of Environmental Protection investigated this complaint and found no violation.",2021-04-20 00:00:00,"07 QUEENS",NA,"QUEENS",1030695,216093,"PHONE","Unspecified","QUEENS",NA,NA,NA,NA,NA,NA,NA,40.759679846435,-73.8323481542892,"POINT (-73.83234815428924 40.759679846434956)",NA,NA,NA,NA
"561",48553034,2021-01-02 08:04:00,NA,"DEP","Department of Environmental Protection","Industrial Waste","Grease In Sewer/Catch Basin (IDG)","",11105,"24-20 DITMARS BOULEVARD","DITMARS BOULEVARD","24 ST","CRESCENT ST","","","ADDRESS","Astoria",NA,"N/A","Open",NA,"",NA,"01 QUEENS",4008670035,"QUEENS",1007809,223140,"PHONE","Unspecified","QUEENS",NA,NA,NA,NA,NA,NA,NA,40.7791126222716,-73.9149346385999,"POINT (-73.91493463859986 40.77911262227158)",NA,NA,NA,NA
"562",48525699,2020-12-29 20:57:00,2020-12-30 12:44:00,"DEP","Department of Environmental Protection","Water Quality","Oil, Grease In Water (QD1)","",10312,"232 TALLMAN STREET","TALLMAN STREET","LIPSETT AVE","DEAD END","","","ADDRESS","STATEN ISLAND",NA,"N/A","Closed",NA,"Please call 311 for further information. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2020-12-30 12:44:00,"03 STATEN ISLAND",5064210078,"STATEN ISLAND",935778,133606,"ONLINE","Unspecified","STATEN ISLAND",NA,NA,NA,NA,NA,NA,NA,40.5332605661891,-74.1743759381089,"POINT (-74.17437593810888 40.53326056618915)",NA,NA,NA,NA
"563",48470878,2020-12-22 11:38:00,2021-06-09 00:00:00,"DEP","Department of Environmental Protection","Industrial Waste","Grease In Sewer/Catch Basin (IDG)","",10128,"1716 1 AVENUE","1 AVENUE","E 88 ST","E 89 ST","","","ADDRESS","NEW YORK",NA,"N/A","Closed",NA,"The Department of Environmental Protection investigated the complaint and issued a violation or order.",2021-06-09 00:00:00,"08 MANHATTAN",1015680001,"MANHATTAN",998645,222986,"PHONE","Unspecified","MANHATTAN",NA,NA,NA,NA,NA,NA,NA,40.7787096081911,-73.9480237554405,"POINT (-73.9480237554405 40.778709608191086)",NA,NA,NA,NA
"564",48390664,2020-12-11 14:47:00,NA,"DEP","Department of Environmental Protection","Industrial Waste","Grease In Sewer/Catch Basin (IDG)","",10014,"551 HUDSON STREET","HUDSON STREET","PERRY ST","W 11 ST","","","ADDRESS","NEW YORK",NA,"N/A","Open",NA,"",NA,"02 MANHATTAN",1006330058,"MANHATTAN",982570,207145,"ONLINE","Unspecified","MANHATTAN",NA,NA,NA,NA,NA,NA,NA,40.7352416674249,-74.006062043889,"POINT (-74.00606204388897 40.73524166742487)",NA,NA,NA,NA
"565",48349488,2020-12-07 07:55:00,NA,"DEP","Department of Environmental Protection","Industrial Waste","Grease In Sewer/Catch Basin (IDG)","",10456,"207 EAST  165 STREET","EAST  165 STREET","SHERIDAN AVE","SHERMAN AVE","","","ADDRESS","BRONX",NA,"N/A","Open",NA,"",NA,"04 BRONX",NA,"BRONX",1006771,241758,"PHONE","Unspecified","BRONX",NA,NA,NA,NA,NA,NA,NA,40.8302165925567,-73.9186201284672,"POINT (-73.91862012846715 40.830216592556646)",NA,NA,NA,NA
"566",48314828,2020-12-03 14:19:00,2020-12-04 08:10:00,"DEP","Department of Environmental Protection","Water Quality","Oil, Grease In Water (QD1)","",10017,"310 EAST   46 STREET","EAST   46 STREET","2 AVE","1 AVE","","","ADDRESS","NEW YORK",NA,"N/A","Closed",NA,"Please call 311 for further information. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2020-12-04 08:10:00,"06 MANHATTAN",1013380005,"MANHATTAN",992608,213308,"PHONE","Unspecified","MANHATTAN",NA,NA,NA,NA,NA,NA,NA,40.7521537719715,-73.9698336744678,"POINT (-73.96983367446778 40.75215377197153)",NA,NA,NA,NA
"567",48314609,2020-12-03 11:17:00,2021-02-10 10:00:00,"DEP","Department of Environmental Protection","Water Quality","Oil, Grease In Water (QD1)","",10314,"157 ALBERTA AVENUE","ALBERTA AVENUE","WILD AVE","DEAN AVE","","","ADDRESS","STATEN ISLAND",NA,"N/A","Closed",NA,"The Department of Environmental Protection sent a report to the complainant.",2021-02-10 10:00:00,"02 STATEN ISLAND",5026420048,"STATEN ISLAND",932008,153602,"PHONE","Unspecified","STATEN ISLAND",NA,NA,NA,NA,NA,NA,NA,40.5881242042523,-74.1880927723804,"POINT (-74.18809277238037 40.58812420425229)",NA,NA,NA,NA
"568",48317174,2020-12-03 09:45:00,2021-06-09 00:00:00,"DEP","Department of Environmental Protection","Industrial Waste","Grease In Sewer/Catch Basin (IDG)","",10028,"1643 YORK AVENUE","YORK AVENUE","E 86 ST","E 87 ST","","","ADDRESS","NEW YORK",NA,"N/A","Closed",NA,"The Department of Environmental Protection investigated the complaint and issued a violation or order.",2021-06-09 00:00:00,"08 MANHATTAN",1015660027,"MANHATTAN",998951,222079,"PHONE","Unspecified","MANHATTAN",NA,NA,NA,NA,NA,NA,NA,40.7762196289491,-73.9469208612944,"POINT (-73.94692086129443 40.77621962894908)",NA,NA,NA,NA
"569",48311510,2020-12-02 11:36:00,2021-05-24 00:00:00,"DEP","Department of Environmental Protection","Industrial Waste","Grease In Sewer/Catch Basin (IDG)","",11208,"","","","","FLATLANDS AVENUE","ELDERT LANE","INTERSECTION","BROOKLYN",NA,"N/A","Closed",NA,"The Department of Environmental Protection investigated this complaint and found no violation.",2021-05-24 00:00:00,"05 BROOKLYN",NA,"BROOKLYN",1022866,180272,"PHONE","Unspecified","BROOKLYN",NA,NA,NA,NA,NA,NA,NA,40.6613975035615,-73.860813783091,"POINT (-73.86081378309103 40.66139750356154)",NA,NA,NA,NA
"570",48285064,2020-11-30 07:25:00,2021-05-12 00:00:00,"DEP","Department of Environmental Protection","Industrial Waste","Grease In Sewer/Catch Basin (IDG)","",10466,"4168 WHITE PLAINS ROAD","WHITE PLAINS ROAD","E 231 ST","E 232 ST","","","ADDRESS","BRONX",NA,"N/A","Closed",NA,"The Department of Environmental Protection investigated this complaint and found no violation.",2021-05-12 00:00:00,"12 BRONX",2048450042,"BRONX",1023563,264506,"ONLINE","Unspecified","BRONX",NA,NA,NA,NA,NA,NA,NA,40.8925941311885,-73.8578087123335,"POINT (-73.85780871233345 40.89259413118851)",NA,NA,NA,NA
"571",48239435,2020-11-24 10:26:00,NA,"DEP","Department of Environmental Protection","Industrial Waste","Grease In Sewer/Catch Basin (IDG)","",10075,"1125 LEXINGTON AVENUE","LEXINGTON AVENUE","E 78 ST","E 79 ST","","","ADDRESS","NEW YORK",NA,"N/A","Open",NA,"",NA,"08 MANHATTAN",1014130020,"MANHATTAN",995520,221406,"ONLINE","Unspecified","MANHATTAN",NA,NA,NA,NA,NA,NA,NA,40.7743774612657,-73.9593098884484,"POINT (-73.9593098884484 40.77437746126572)",NA,NA,NA,NA
"572",48216225,2020-11-21 13:37:00,NA,"DEP","Department of Environmental Protection","Industrial Waste","Grease In Sewer/Catch Basin (IDG)","",10456,"1151 BOSTON ROAD","BOSTON ROAD","E 167 ST","HOME ST","","","ADDRESS","BRONX",NA,"N/A","Open",NA,"",NA,"03 BRONX",2026140056,"BRONX",1010918,241098,"PHONE","Unspecified","BRONX",NA,NA,NA,NA,NA,NA,NA,40.8283935344976,-73.9036375348434,"POINT (-73.90363753484343 40.82839353449765)",NA,NA,NA,NA
"573",48189489,2020-11-18 10:31:00,NA,"DEP","Department of Environmental Protection","Industrial Waste","Grease In Sewer/Catch Basin (IDG)","",11221,"156 PATCHEN AVENUE","PATCHEN AVENUE","PUTNAM AVE","JEFFERSON AVE","","","ADDRESS","BROOKLYN",NA,"N/A","Open",NA,"",NA,"03 BROOKLYN",3016520045,"BROOKLYN",1004574,189262,"PHONE","Unspecified","BROOKLYN",NA,NA,NA,NA,NA,NA,NA,40.6861339061933,-73.9267177026038,"POINT (-73.92671770260381 40.686133906193305)",NA,NA,NA,NA
"574",48135471,2020-11-12 11:18:00,NA,"DEP","Department of Environmental Protection","Industrial Waste","Grease In Sewer/Catch Basin (IDG)","",11378,"57-54 MASPETH AVENUE","MASPETH AVENUE","58 ST","58 ST","","","ADDRESS","Maspeth",NA,"N/A","Open",NA,"",NA,"05 QUEENS",4026700030,"QUEENS",1008507,202774,"PHONE","Unspecified","QUEENS",NA,NA,NA,NA,NA,NA,NA,40.7232112424672,-73.9124878104412,"POINT (-73.91248781044116 40.72321124246724)",NA,NA,NA,NA
"575",48126362,2020-11-11 21:43:00,2020-11-12 09:54:00,"DEP","Department of Environmental Protection","Water Quality","Oil, Grease In Water (QD1)","",11221,"715 MADISON STREET","MADISON STREET","MALCOLM X BLVD","PATCHEN AVE","","","ADDRESS","BROOKLYN",NA,"N/A","Closed",NA,"Please call 311 for further information. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2020-11-12 09:54:00,"03 BROOKLYN",3016420065,"BROOKLYN",1004163,189688,"PHONE","Unspecified","BROOKLYN",NA,NA,NA,NA,NA,NA,NA,40.6873041124241,-73.9281983866056,"POINT (-73.92819838660564 40.68730411242412)",NA,NA,NA,NA
"576",48131570,2020-11-11 07:27:00,NA,"DEP","Department of Environmental Protection","Industrial Waste","Grease In Sewer/Catch Basin (IDG)","",10471,"6477 BROADWAY","BROADWAY","W 256 ST","MOSHOLU AVE","","","ADDRESS","BRONX",NA,"N/A","Open",NA,"",NA,"08 BRONX",2058512091,"BRONX",1012884,268758,"ONLINE","Unspecified","BRONX",NA,NA,NA,NA,NA,NA,NA,40.9043056182761,-73.8964153854341,"POINT (-73.89641538543408 40.904305618276084)",NA,NA,NA,NA
"577",48120785,2020-11-10 06:08:00,2021-05-18 00:00:00,"DEP","Department of Environmental Protection","Industrial Waste","Grease In Sewer/Catch Basin (IDG)","",11201,"","","","","BRIDGE STREET","YORK STREET","INTERSECTION","BROOKLYN",NA,"N/A","Closed",NA,"The Department of Environmental Protection investigated the complaint and issued a violation or order.",2021-05-18 00:00:00,"02 BROOKLYN",NA,"BROOKLYN",988475,194830,"PHONE","Unspecified","BROOKLYN",NA,NA,NA,NA,NA,NA,NA,40.7014391027751,-73.9847624112531,"POINT (-73.98476241125312 40.7014391027751)",NA,NA,NA,NA
"578",48109820,2020-11-09 18:44:00,NA,"DEP","Department of Environmental Protection","Industrial Waste","Grease In Sewer/Catch Basin (IDG)","",11204,"7400 20 AVENUE","20 AVENUE","74 ST","BAY RIDGE PKWY","","","ADDRESS","BROOKLYN",NA,"N/A","Open",NA,"",NA,"11 BROOKLYN",3062170036,"BROOKLYN",986682,162012,"ONLINE","Unspecified","BROOKLYN",NA,NA,NA,NA,NA,NA,NA,40.6113615676752,-73.991240754535,"POINT (-73.991240754535 40.61136156767522)",NA,NA,NA,NA
"579",48062925,2020-11-04 15:17:00,2021-07-07 00:00:00,"DEP","Department of Environmental Protection","Industrial Waste","Grease In Sewer/Catch Basin (IDG)","",11356,"18-04 COLLEGE POINT BOULEVARD","COLLEGE POINT BOULEVARD","18 AVE","20 AVE","","","ADDRESS","College Point",NA,"N/A","Closed",NA,"The Department of Environmental Protection investigated this complaint and found no violation.",2021-07-07 00:00:00,"07 QUEENS",4040830022,"QUEENS",1026932,224578,"PHONE","Unspecified","QUEENS",NA,NA,NA,NA,NA,NA,NA,40.7829878881732,-73.8458774832346,"POINT (-73.84587748323457 40.78298788817318)",NA,NA,NA,NA
"580",48044551,2020-11-02 13:40:00,NA,"DEP","Department of Environmental Protection","Industrial Waste","Grease In Sewer/Catch Basin (IDG)","",10038,"130 BEEKMAN STREET","BEEKMAN STREET","WATER ST","FRONT ST","","","ADDRESS","NEW YORK",NA,"N/A","Open",NA,"",NA,"01 MANHATTAN",1000977502,"MANHATTAN",983417,197057,"ONLINE","Unspecified","MANHATTAN",NA,NA,NA,NA,NA,NA,NA,40.707552663251,-74.0030045149023,"POINT (-74.00300451490226 40.70755266325102)",NA,NA,NA,NA
"581",48007980,2020-10-28 14:04:00,NA,"DEP","Department of Environmental Protection","Industrial Waste","Grease In Sewer/Catch Basin (IDG)","",11361,"215-09 NORTHERN BOULEVARD","NORTHERN BOULEVARD","215 ST","215 PL","","","ADDRESS","Bayside",NA,"N/A","Open",NA,"",NA,"11 QUEENS",4063080029,"QUEENS",1048756,216456,"ONLINE","Unspecified","QUEENS",NA,NA,NA,NA,NA,NA,NA,40.7605628605277,-73.7671504044948,"POINT (-73.76715040449484 40.76056286052766)",NA,NA,NA,NA
"582",47999756,2020-10-28 11:11:00,2020-03-22 17:09:00,"DEP","Department of Environmental Protection","Industrial Waste","Grease In Sewer/Catch Basin (IDG)","",10467,"3830 BRONX BOULEVARD","BRONX BOULEVARD","BEND","E 222 ST","","","ADDRESS","BRONX",NA,"N/A","Pending",NA,"The Department of Environmental Protection was notified about this condition that is in the process of being resolved by another agency.",2020-03-22 17:09:00,"12 BRONX",2046530041,"BRONX",1021287,261965,"OTHER","Unspecified","BRONX",NA,NA,NA,NA,NA,NA,NA,40.8856297419085,-73.866054822462,"POINT (-73.86605482246202 40.88562974190851)",NA,NA,NA,NA
"583",47962823,2020-10-23 17:55:00,2020-10-27 09:57:00,"DEP","Department of Environmental Protection","Water Quality","Oil, Grease In Water (QD1)","",11221,"127 STANHOPE STREET","STANHOPE STREET","CENTRAL AVE","MYRTLE AVE","","","ADDRESS","BROOKLYN",NA,"N/A","Closed",NA,"Please call 311 for further information. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2020-10-27 09:57:00,"04 BROOKLYN",3032550030,"BROOKLYN",1005560,193568,"PHONE","Unspecified","BROOKLYN",NA,NA,NA,NA,NA,NA,NA,40.69795055839,-73.9231488602684,"POINT (-73.92314886026836 40.69795055838996)",NA,NA,NA,NA
"584",47933202,2020-10-20 09:31:00,2020-10-23 00:00:00,"DEP","Department of Environmental Protection","Industrial Waste","Grease In Sewer/Catch Basin (IDG)","",11208,"208 FOUNTAIN AVENUE","FOUNTAIN AVENUE","GLENMORE AVE","PITKIN AVE","","","ADDRESS","BROOKLYN",NA,"N/A","Closed",NA,"The status of this Service Request is currently not available online. Please call 311 for further assistance. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2020-10-23 00:00:00,"05 BROOKLYN",3042090037,"BROOKLYN",1018828,185275,"PHONE","Unspecified","BROOKLYN",NA,NA,NA,NA,NA,NA,NA,40.6751462994032,-73.8753425324423,"POINT (-73.87534253244232 40.67514629940315)",NA,NA,NA,NA
"585",47919772,2020-10-19 11:59:00,NA,"DEP","Department of Environmental Protection","Industrial Waste","Grease In Sewer/Catch Basin (IDG)","",10454,"400 EAST  141 STREET","EAST  141 STREET","WILLIS AVE","BROOK AVE","","","ADDRESS","BRONX",NA,"N/A","Open",NA,"",NA,"01 BRONX",2022850007,"BRONX",1006125,234686,"PHONE","Unspecified","BRONX",NA,NA,NA,NA,NA,NA,NA,40.8108075796256,-73.9209775082408,"POINT (-73.92097750824081 40.8108075796256)",NA,NA,NA,NA
"586",47902966,2020-10-17 16:34:00,NA,"DEP","Department of Environmental Protection","Industrial Waste","Grease In Sewer/Catch Basin (IDG)","",11378,"57-54 MASPETH AVENUE","MASPETH AVENUE","58 ST","58 ST","","","ADDRESS","Maspeth",NA,"N/A","Open",NA,"",NA,"05 QUEENS",4026700030,"QUEENS",1008507,202774,"PHONE","Unspecified","QUEENS",NA,NA,NA,NA,NA,NA,NA,40.7232112424672,-73.9124878104412,"POINT (-73.91248781044116 40.72321124246724)",NA,NA,NA,NA
"587",47899231,2020-10-17 09:36:00,NA,"DEP","Department of Environmental Protection","Industrial Waste","Grease In Sewer/Catch Basin (IDG)","",11219,"5303 FT HAMILTON PARKWAY","FT HAMILTON PARKWAY","53 ST","54 ST","","","ADDRESS","BROOKLYN",NA,"N/A","Open",NA,"",NA,"12 BROOKLYN",3056670009,"BROOKLYN",984073,171123,"PHONE","Unspecified","BROOKLYN",NA,NA,NA,NA,NA,NA,NA,40.6363696877337,-74.0006377333304,"POINT (-74.00063773333044 40.636369687733705)",NA,NA,NA,NA
"588",47886460,2020-10-15 15:29:00,NA,"DEP","Department of Environmental Protection","Industrial Waste","Grease In Sewer/Catch Basin (IDG)","",10466,"4300 MURDOCK AVENUE","MURDOCK AVENUE","PITMAN AVE","NEREID AVE","","","ADDRESS","BRONX",NA,"N/A","Open",NA,"",NA,"12 BRONX",2050600001,"BRONX",1027760,266357,"PHONE","Unspecified","BRONX",NA,NA,NA,NA,NA,NA,NA,40.8976548319733,-73.8426165751675,"POINT (-73.84261657516748 40.89765483197332)",NA,NA,NA,NA
"589",47880807,2020-10-15 14:45:00,2021-07-23 00:00:00,"DEP","Department of Environmental Protection","Industrial Waste","Grease In Sewer/Catch Basin (IDG)","",11372,"92-08 NORTHERN BOULEVARD","NORTHERN BOULEVARD","92 ST","93 ST","","","ADDRESS","Jackson Heights",NA,"N/A","Closed",NA,"The Department of Environmental Protection investigated this complaint and found no violation.",2021-07-23 00:00:00,"03 QUEENS",NA,"QUEENS",1018639,214932,"ONLINE","Unspecified","QUEENS",NA,NA,NA,NA,NA,NA,NA,40.7565483135705,-73.8758723934331,"POINT (-73.87587239343307 40.75654831357052)",NA,NA,NA,NA
"590",47825899,2020-10-09 11:10:00,2020-10-23 00:00:00,"DEP","Department of Environmental Protection","Industrial Waste","Grease In Sewer/Catch Basin (IDG)","",10458,"2310 CAMBRELENG AVENUE","CAMBRELENG AVENUE","E 183 ST","CRESCENT AVE","","","ADDRESS","BRONX",NA,"N/A","Closed",NA,"The status of this Service Request is currently not available online. Please call 311 for further assistance. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2020-10-23 00:00:00,"06 BRONX",2030890008,"BRONX",1015789,250069,"ONLINE","Unspecified","BRONX",NA,NA,NA,NA,NA,NA,NA,40.8530002432552,-73.8859944359654,"POINT (-73.88599443596542 40.85300024325519)",NA,NA,NA,NA
"591",47786353,2020-10-05 15:13:00,NA,"DEP","Department of Environmental Protection","Industrial Waste","Grease In Sewer/Catch Basin (IDG)","",11370,"32-99 83 STREET","83 STREET","32 AVE","NORTHERN BLVD","","","ADDRESS","East Elmhurst",NA,"N/A","Open",NA,"",NA,"03 QUEENS",NA,"QUEENS",1016253,214720,"ONLINE","Unspecified","QUEENS",NA,NA,NA,NA,NA,NA,NA,40.7559753862084,-73.8844856946255,"POINT (-73.88448569462552 40.75597538620837)",NA,NA,NA,NA
"592",47760312,2020-10-02 23:31:00,2020-10-06 09:25:00,"DEP","Department of Environmental Protection","Water Quality","Oil, Grease In Water (QD1)","",10019,"329 WEST   55 STREET","WEST   55 STREET","8 AVE","9 AVE","","","ADDRESS","NEW YORK",NA,"N/A","Closed",NA,"Please call 311 for further information. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2020-10-06 09:25:00,"04 MANHATTAN",1010460018,"MANHATTAN",988457,218295,"PHONE","Unspecified","MANHATTAN",NA,NA,NA,NA,NA,NA,NA,40.7658447598548,-73.984812656377,"POINT (-73.98481265637697 40.76584475985479)",NA,NA,NA,NA
"593",47758751,2020-10-02 16:50:00,2020-10-28 11:56:00,"DEP","Department of Environmental Protection","Water Quality","Oil, Grease In Water (QD1)","",11212,"211 RIVERDALE AVENUE","RIVERDALE AVENUE","CHESTER ST","ROCKAWAY AVE","","","ADDRESS","BROOKLYN",NA,"N/A","Closed",NA,"Please call 311 for further information. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2020-10-28 11:56:00,"16 BROOKLYN",3035890001,"BROOKLYN",1009557,180104,"PHONE","Unspecified","BROOKLYN",NA,NA,NA,NA,NA,NA,NA,40.6609844225996,-73.9087848836371,"POINT (-73.90878488363714 40.66098442259965)",NA,NA,NA,NA
"594",47747775,2020-10-01 13:23:00,NA,"DEP","Department of Environmental Protection","Industrial Waste","Grease In Sewer/Catch Basin (IDG)","",10027,"2175 7 AVENUE","7 AVENUE","W 128 ST","W 129 ST","","","ADDRESS","NEW YORK",NA,"N/A","Open",NA,"",NA,"10 MANHATTAN",1019130061,"MANHATTAN",999040,234882,"PHONE","Unspecified","MANHATTAN",NA,NA,NA,NA,NA,NA,NA,40.8113602469077,-73.946571324701,"POINT (-73.94657132470105 40.811360246907704)",NA,NA,NA,NA
"595",47752949,2020-10-01 10:31:00,2021-07-23 00:00:00,"DEP","Department of Environmental Protection","Industrial Waste","Grease In Sewer/Catch Basin (IDG)","",11368,"","","","","98 STREET","40 ROAD","INTERSECTION","Corona",NA,"N/A","Closed",NA,"The Department of Environmental Protection investigated this complaint and found no violation.",2021-07-23 00:00:00,"04 QUEENS",NA,"QUEENS",1021030,212158,"PHONE","Unspecified","QUEENS",NA,NA,NA,NA,NA,NA,NA,40.7489247724643,-73.8672572293238,"POINT (-73.8672572293238 40.74892477246431)",NA,NA,NA,NA
"596",47696775,2020-09-26 11:52:00,NA,"DEP","Department of Environmental Protection","Industrial Waste","Grease In Sewer/Catch Basin (IDG)","",11368,"","","","","100 STREET","37 AVENUE","INTERSECTION","Corona",NA,"N/A","Open",NA,"",NA,"Unspecified QUEENS",NA,"QUEENS",1021026,213465,"PHONE","Unspecified","QUEENS",NA,NA,NA,NA,NA,NA,NA,40.7525121698292,-73.8672645179314,"POINT (-73.86726451793143 40.75251216982922)",NA,NA,NA,NA
